"","pro","eff","dose"
"572",0.102882764058938,0.272727272727273,1
"573",0.137933826866403,0.0202020202020202,1
"574",0.0938760527212465,0.0707070707070707,1
"575",0.105502414033095,0.0101010101010101,1
"576",0.120521039884648,0.151515151515152,1
"577",0.102034566547644,0.0101010101010101,1
"578",0.119208803100581,0.0101010101010101,1
"579",0.12875684222384,0.0202020202020202,1
"580",0.129307376449883,0.0909090909090909,1
"581",0.12885610008114,0.0808080808080808,1
"582",0.136411016356922,0.0101010101010101,1
"583",0.12994283532984,0.101010101010101,1
"584",0.12067777268614,0.0606060606060606,1
"585",0.111839441290654,0.0505050505050505,1
"586",0.143610242691165,0.0303030303030303,1
"587",0.131155716283719,0.171717171717172,1
"588",0.113253456254103,0.0101010101010101,1
"589",0.126502695334404,0.0101010101010101,1
"590",0.121851355600785,0.0101010101010101,1
"591",0.117946461342314,0.0101010101010101,1
"592",0.0992534487718152,0.0101010101010101,1
"593",0.101649967268453,0.0101010101010101,1
"594",0.144648358674045,0.0606060606060606,1
"595",0.110332287597702,0.0707070707070707,1
"596",0.130634751334947,0.111111111111111,1
"597",0.181559591995242,0.0303030303030303,1
"598",0.0942144920459983,0.0202020202020202,1
"599",0.0957628369413267,0.0707070707070707,1
"600",0.138572321311662,0.0505050505050505,1
"601",0.155050227214761,0.0101010101010101,1
"602",0.0862679632187558,0.0505050505050505,1
"603",0.111683320128247,0.0202020202020202,1
"604",0.162001411183577,0.121212121212121,1
"605",0.128219329025054,0.0404040404040404,1
"606",0.105838200953727,0.0606060606060606,1
"607",0.117118955152157,0.0404040404040404,1
"608",0.121935757977902,0.0606060606060606,1
"609",0.0967164743724686,0.0808080808080808,1
"610",0.121229652374662,0.0101010101010101,1
"611",0.127847894828226,0.0707070707070707,1
"612",0.0946197411229609,0.101010101010101,1
"613",0.0980223193139764,0.0303030303030303,1
"614",0.114486110809701,0.272727272727273,1
"615",0.097758516581042,0.0303030303030303,1
"616",0.102487380553482,0.0505050505050505,1
"617",0.129334751633546,0.0101010101010101,1
"618",0.102061655254167,0.121212121212121,1
"619",0.109169063181286,0.171717171717172,1
"620",0.080335651782601,0.0303030303030303,1
"621",0.125653932191236,0.0606060606060606,1
"622",0.163730131949814,0.0303030303030303,1
"623",0.139161910820535,0.0404040404040404,1
"624",0.0926534430553554,0.323232323232323,1
"625",0.120109737432195,0.0202020202020202,1
"626",0.111219548489209,0.0101010101010101,1
"627",0.114036978827637,0.555555555555556,1
"628",0.0804618509048161,0.0707070707070707,1
"629",0.134189137116566,0.0202020202020202,1
"630",0.128037663202217,0.0202020202020202,1
"631",0.137391193873976,0.0404040404040404,1
"632",0.109221312947925,0.212121212121212,1
"633",0.0913715891575282,0.0101010101010101,1
"634",0.169613031415194,0.0606060606060606,1
"635",0.166864088819796,0.0808080808080808,1
"636",0.0791981947218526,0.0101010101010101,1
"637",0.107706996036814,0.0707070707070707,1
